0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,13,2,1,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,33,74,40,40,6,25,19,0,1,0,2,8,6,34,1,1,1,1,2,0,1,15,0
0,8,6,7,4,1,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0
0,3,7,7,27,12,11,7,0,1,0,0,3,1,25,0,0,0,1,0,0,0,4,0
0,6,13,1,40,68,3,15,0,1,0,0,2,0,40,0,0,0,0,0,0,0,1,0
0,7,18,17,25,5,17,4,0,1,0,2,3,2,10,0,0,0,2,6,1,0,5,0
0,10,2,1,32,3,1,118,0,0,0,1,0,0,44,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,1,3,1,10,1,1,1,0,5,0,0,0,1,2,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,6,2,16,4,3,12,0,0,0,0,1,0,68,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,6,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,2,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,6,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
